Destination,Start date,lat,lon,maxtemp_c,mintemp_c,avgtemp_c,totalprecip_mm,totalsnow_cm,avghumidity,maxwind_kph,avgvis_km,condition_text,condition_icon_url,icon_location
"Accra, Ghana",06/10/2024,5.55,-0.2167,27.6,25.2,26.4,12.65,0.0,84,19.4,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Athens, Greece",08/28/2024,37.9795,23.7162,33.2,22.3,27.3,0.0,0.0,37,14.0,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Nairobi, Kenya",08/21/2024,-1.2833,36.8167,24.1,15.1,18.8,0.03,0.0,58,22.0,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Tokyo, Japan",06/17/2024,35.6895,139.6917,27.8,24.2,25.7,1.07,0.0,67,21.6,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Mexico City, Mexico",09/28/2024,19.4285,-99.1277,19.5,13.1,15.4,22.52,0.0,91,8.3,8.5,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Hamilton, New Zealand",01/05/2024,-37.7833,175.2833,21.4,9.9,15.6,0.13,0.0,75,14.8,9.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Zagreb, Croatia",05/03/2024,45.8,16.0,15.27,6.36,13.53,18.11,0.23,71.99,28.45,9.03,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Bangkok, Thailand",09/19/2024,13.75,100.5167,30.5,24.3,27.1,0.6,0.0,80,13.7,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Sydney, Australia",06/06/2024,-33.8833,151.2167,16.2,13.2,14.4,7.95,0.0,82,19.8,9.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Toronto, Canada",05/03/2024,43.6667,-79.4167,30.13,15.72,23.59,7.64,1.07,76.65,42.9,4.73,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Hobart, Australia",03/04/2024,-42.9167,147.3333,31.66,17.09,19.55,1.03,5.51,59.14,41.83,9.34,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Lusaka, Zambia",11/28/2024,-15.4167,28.2833,22.7,19.3,20.8,12.27,0.0,86,11.5,9.9,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Reykjavik, Iceland",02/03/2024,64.15,-21.95,25.8,22.21,25.54,1.13,3.74,38.66,38.98,7.77,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Quebec City, Canada",03/04/2024,50.1833,-66.6333,36.73,28.76,28.96,18.71,8.68,27.2,20.65,9.57,Moderate rain at times,http://cdn.weatherapi.com/weather/64x64/day/299.png,icons/299.png
"Ljubljana, Slovenia",06/06/2024,46.0553,14.5144,26.6,12.6,19.0,0.08,0.0,77,6.5,7.2,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Lausanne, Switzerland",04/03/2024,46.5333,6.6667,38.83,9.59,33.1,6.05,8.31,83.17,20.17,3.95,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Ljubljana, Slovenia",01/04/2024,46.0553,14.5144,6.7,0.8,4.0,0.15,0.0,88,9.7,9.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"San Salvador, El Salvador",04/03/2024,13.7086,-89.2031,24.49,16.79,19.12,8.36,0.71,12.67,26.58,8.06,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Heidelberg, Germany",03/04/2024,49.4167,8.7,26.25,20.49,26.1,1.98,2.4,88.0,48.2,6.34,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Rockhampton, Australia",02/03/2024,-23.3833,150.5,24.0,22.54,23.81,37.79,3.89,79.25,36.95,8.75,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Albury, Australia",06/02/2024,-36.0833,146.9167,34.59,25.2,27.53,23.14,6.07,44.31,3.39,5.76,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Ghent, Belgium",08/19/2024,51.05,3.7167,26.6,13.5,19.9,0.0,0.0,60,14.4,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Montevideo, Uruguay",04/03/2024,-34.8581,-56.1708,18.62,10.09,18.16,16.16,3.47,21.29,30.22,4.59,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Mumbai, India",04/17/2024,18.975,72.8258,31.1,28.8,29.9,0.0,0.0,69,22.7,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Los Angeles, USA",06/02/2024,34.0522,-118.2428,39.68,1.55,9.13,14.3,0.41,17.39,33.54,5.23,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Geelong, Australia",01/04/2024,-38.1583,144.35,13.4,5.59,7.27,44.01,6.54,47.12,48.78,6.7,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Krakow, Poland",04/03/2024,51.7333,18.5167,6.51,-1.55,-0.57,5.58,3.35,80.84,7.0,9.72,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Hanoi, Vietnam",01/12/2024,21.0333,105.85,17.7,17.2,17.5,8.81,0.0,91,8.3,5.5,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Hallstatt, Austria",01/04/2024,47.55,13.65,20.58,6.16,17.73,27.57,2.53,29.27,52.53,5.67,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Cape Town, South Africa",05/05/2024,-33.9167,18.4167,20.6,12.5,15.4,0.0,0.0,70,25.2,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"San Pedro Sula, Honduras",04/29/2024,15.5,-88.0333,38.8,21.5,28.7,0.88,0.0,67,20.5,9.9,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Krakow, Poland",03/04/2024,51.7333,18.5167,38.72,30.87,35.91,19.24,6.09,34.76,22.08,7.76,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Singapore, Singapore",04/01/2024,1.2931,103.8558,30.4,26.9,28.6,9.86,0.0,76,10.4,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Rome, Italy",01/23/2024,41.9,12.4833,12.4,6.8,8.9,0.64,0.0,71,12.6,9.7,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Aix-en-Provence, France",04/03/2024,43.5333,5.4333,29.56,28.23,29.54,7.25,2.56,94.09,39.47,8.76,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Paris, France",02/06/2024,48.8667,2.3333,13.1,9.8,11.0,0.06,0.0,68,23.0,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Hyderabad, India",05/03/2024,17.3753,78.4744,24.77,7.38,9.53,13.85,1.09,52.37,10.16,8.78,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Hallstatt, Austria",03/04/2024,47.55,13.65,37.15,16.55,17.08,8.63,2.69,66.88,22.8,8.98,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"New York, USA",04/03/2024,40.7142,-74.0064,26.44,26.1,26.27,14.67,7.48,81.51,14.74,9.79,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Brisbane, Australia",11/03/2024,-27.5,153.0167,25.8,20.1,22.5,0.27,0.0,71,19.1,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Seoul, South Korea",08/26/2024,37.5664,126.9997,29.9,24.3,26.5,3.68,0.0,79,4.7,9.6,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Vienna, Austria",02/03/2024,48.2,16.3667,37.39,22.84,26.78,43.61,9.06,93.99,36.28,6.65,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Dar es Salaam, Tanzania",01/08/2024,-6.8,39.2833,30.3,24.6,26.9,5.22,0.0,83,13.7,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Bruges, Belgium",01/04/2024,51.2167,3.2333,31.67,16.76,31.0,47.16,3.69,44.17,3.51,5.89,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"Tromsø, Norway",06/02/2024,33.4464,-81.1165,33.5,4.03,15.78,8.2,4.8,15.79,28.06,8.88,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Seoul, South Korea",03/03/2024,37.5664,126.9997,6.7,-0.0,3.0,0.0,0.0,47,15.8,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Taipei, Taiwan",11/26/2024,25.0392,121.525,18.8,13.4,16.3,7.87,0.0,83,18.0,9.6,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Lusaka, Zambia",03/04/2024,-15.4167,28.2833,22.01,19.89,21.88,26.72,4.89,15.23,14.59,9.93,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Heidelberg, Germany",04/03/2024,49.4167,8.7,32.99,14.65,24.76,21.01,3.8,87.41,6.7,5.0,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Vancouver, Canada",01/04/2024,49.25,-123.1333,36.11,24.96,25.45,13.3,9.01,96.15,32.13,8.91,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Montevideo, Uruguay",06/27/2024,-34.8581,-56.1708,15.2,8.1,10.7,0.0,0.0,72,25.2,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Brisbane, Australia",06/02/2024,-27.5,153.0167,17.81,11.37,12.28,37.34,7.02,89.17,20.44,6.97,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Madrid, Spain",10/16/2024,40.4,-3.6833,20.5,15.2,17.6,9.42,0.0,78,38.2,9.8,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Vienna, Austria",05/03/2024,48.2,16.3667,30.26,14.47,19.28,28.16,7.24,79.42,39.19,8.32,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Vienna, Austria",10/28/2024,48.2,16.3667,18.2,11.7,14.4,0.0,0.0,75,10.8,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Phnom Penh, Cambodia",06/02/2024,11.55,104.9167,37.63,28.35,33.16,22.79,8.85,38.82,26.83,6.46,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Kampala, Uganda",04/03/2024,0.3156,32.5656,28.92,6.62,21.97,40.86,1.69,36.52,9.88,6.2,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Beijing, China",04/08/2024,39.9289,116.3883,22.4,13.3,18.2,0.04,0.0,25,19.4,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Adelaide, Australia",02/03/2024,-34.9333,138.6,38.35,7.21,19.57,36.26,8.31,17.13,8.12,7.39,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Hamilton, New Zealand",01/04/2024,-37.7833,175.2833,36.38,-2.45,-0.31,24.17,3.59,30.6,19.03,8.5,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Sintra, Portugal",05/03/2024,38.8,-9.3833,23.54,16.38,20.52,29.6,5.49,39.34,41.19,6.11,Moderate or heavy snow showers,http://cdn.weatherapi.com/weather/64x64/day/371.png,icons/371.png
"Bruges, Belgium",06/29/2024,51.2167,3.2333,19.8,10.0,15.4,0.0,0.0,76,20.9,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Berlin, Germany",04/27/2024,52.5167,13.4,19.6,6.6,13.6,0.0,0.0,58,16.2,9.8,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Dhaka, Bangladesh",12/03/2024,23.7231,90.4086,29.1,18.5,22.9,0.0,0.0,52,15.8,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Belmopan, Belize",02/03/2024,17.25,-88.7667,39.26,30.32,32.05,18.2,0.12,31.69,39.17,4.99,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Palmerston North, New Zealand",05/03/2024,-40.35,175.6167,24.98,10.69,15.07,5.7,8.53,82.6,52.33,6.11,Heavy snow,http://cdn.weatherapi.com/weather/64x64/day/338.png,icons/338.png
"Innsbruck, Austria",02/09/2024,47.2667,11.4,8.0,-2.6,1.8,0.15,0.0,80,10.4,10.0,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Rome, Italy",07/05/2024,41.9,12.4833,30.0,20.5,25.2,0.0,0.0,56,17.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Valencia, Spain",03/26/2024,39.4667,-0.3667,16.6,10.5,13.2,1.12,0.0,48,47.5,9.6,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"San Jose, Costa Rica",02/03/2024,9.9333,-84.0833,32.31,25.97,26.66,1.63,7.81,15.02,40.51,9.82,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Adelaide, Australia",06/02/2024,-34.9333,138.6,30.84,10.94,15.86,46.22,2.25,61.72,9.15,8.38,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Bled, Slovenia",04/03/2024,46.3692,14.1136,37.48,24.16,34.23,46.17,7.69,90.96,13.84,7.97,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Tegucigalpa, Honduras",08/24/2024,14.1,-87.2167,27.0,17.6,21.4,1.81,0.0,80,12.6,8.4,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Belmopan, Belize",02/07/2024,17.25,-88.7667,26.7,14.4,19.6,0.0,0.0,74,10.4,8.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Hallstatt, Austria",06/02/2024,47.55,13.65,31.08,29.47,29.63,29.27,5.08,22.93,27.43,6.22,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Bamako, Mali",04/03/2024,12.65,-8.0,38.25,23.0,37.09,2.99,6.4,57.74,24.9,7.92,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Conakry, Guinea",04/08/2024,9.5092,-13.7122,28.6,25.6,27.0,0.0,0.0,69,25.2,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Havana, Cuba",06/18/2024,23.1319,-82.3642,31.2,23.7,27.0,3.88,0.0,78,20.5,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Geelong, Australia",04/13/2024,-38.1583,144.35,18.7,9.6,14.0,0.23,0.0,75,13.3,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Ghent, Belgium",06/02/2024,51.05,3.7167,12.84,11.16,11.86,3.66,0.03,18.03,42.13,6.82,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Innsbruck, Austria",04/03/2024,47.2667,11.4,18.13,17.53,18.0,19.27,6.66,77.6,38.23,9.33,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Santiago, Chile",04/03/2024,-33.45,-70.6667,15.79,10.83,14.76,2.09,2.6,53.4,8.47,4.5,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"Tauranga, New Zealand",03/04/2024,-37.6861,176.1667,23.91,12.42,14.43,14.18,9.06,77.18,28.5,5.07,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"San Salvador, El Salvador",05/26/2024,13.7086,-89.2031,32.0,21.3,25.8,2.24,0.0,76,13.0,9.2,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Harare, Zimbabwe",08/03/2024,-17.8178,31.0447,28.4,9.3,17.8,0.0,0.0,32,12.6,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"San Jose, Costa Rica",10/08/2024,9.9333,-84.0833,21.9,13.5,16.3,12.89,0.0,97,7.6,6.2,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Tallinn, Estonia",04/03/2024,59.4339,24.7281,17.45,5.75,16.0,26.01,6.6,58.23,49.0,4.16,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Riga, Latvia",04/03/2024,56.95,24.1,6.23,4.89,5.04,30.04,4.35,70.56,5.38,6.76,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Edinburgh, UK",03/04/2024,55.949,-3.1625,33.87,6.34,33.35,14.65,2.2,87.5,27.38,5.39,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Phuket, Thailand",02/03/2024,7.8833,98.4,34.08,-2.81,2.15,48.98,5.83,91.19,11.17,6.41,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Kathmandu, Nepal",02/03/2024,27.7167,85.3167,5.43,-3.54,-1.69,13.37,4.14,42.27,20.01,9.98,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Hyderabad, India",01/04/2024,17.3753,78.4744,32.98,28.43,31.63,45.22,6.86,29.6,51.73,4.91,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Toronto, Canada",02/03/2024,43.6667,-79.4167,12.27,11.51,12.12,9.6,8.49,15.96,41.02,5.82,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Wellington, New Zealand",05/03/2024,-41.3,174.7833,36.75,10.21,29.94,20.06,2.02,76.83,30.08,4.69,Fog,http://cdn.weatherapi.com/weather/64x64/day/248.png,icons/248.png
"Siena, Italy",05/03/2024,43.3167,11.35,38.17,14.35,25.67,10.21,5.35,75.77,46.18,8.24,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"New York, USA",01/04/2024,40.7142,-74.0064,38.9,20.69,28.39,17.77,3.0,58.05,50.53,8.64,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Havana, Cuba",06/02/2024,23.1319,-82.3642,30.41,15.58,24.48,6.16,4.71,16.18,22.09,4.06,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Bilbao, Spain",04/03/2024,43.25,-2.9667,34.96,12.69,26.02,46.48,1.81,71.91,24.73,8.9,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Kathmandu, Nepal",04/03/2024,27.7167,85.3167,9.72,1.99,4.37,21.19,8.62,41.96,35.27,5.53,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Addis Ababa, Ethiopia",11/10/2024,9.0333,38.7,20.3,9.8,14.6,0.03,0.0,58,20.9,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Reykjavik, Iceland",05/03/2024,64.15,-21.95,25.43,17.29,21.89,0.45,1.56,74.44,48.81,8.95,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Santorini, Greece",04/10/2024,43.2554,-77.7299,13.7,10.6,12.0,1.51,0.0,81,15.5,9.1,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Montevideo, Uruguay",01/04/2024,-34.8581,-56.1708,37.94,-0.08,25.46,40.85,6.26,38.97,15.02,9.36,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Quebec City, Canada",06/02/2024,50.1833,-66.6333,30.87,28.21,29.55,24.95,4.95,68.68,48.06,9.94,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Hanoi, Vietnam",05/14/2024,21.0333,105.85,32.0,24.4,27.3,2.85,0.0,76,15.8,9.7,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Wellington, New Zealand",10/25/2024,-41.3,174.7833,14.9,14.0,14.5,10.27,0.0,95,51.8,8.1,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"San Francisco, USA",02/13/2024,37.775,-122.4183,13.7,9.8,11.3,0.0,0.0,77,8.6,10.0,Overcast,http://cdn.weatherapi.com/weather/64x64/day/122.png,icons/122.png
"New York, USA",01/10/2024,40.7142,-74.0064,14.3,4.7,8.7,23.61,0.0,70,52.9,9.1,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Taipei, Taiwan",06/28/2024,25.0392,121.525,34.6,24.3,28.3,15.92,0.0,78,10.1,9.7,Moderate or heavy rain shower,http://cdn.weatherapi.com/weather/64x64/day/356.png,icons/356.png
"Belmopan, Belize",05/03/2024,17.25,-88.7667,35.49,30.5,34.18,33.66,0.07,89.9,39.45,9.76,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Accra, Ghana",03/04/2024,5.55,-0.2167,31.01,19.3,24.35,29.79,6.48,51.06,16.17,9.71,Light freezing rain,http://cdn.weatherapi.com/weather/64x64/day/311.png,icons/311.png
"Albury, Australia",05/03/2024,-36.0833,146.9167,34.74,1.97,22.57,3.98,8.38,31.59,36.65,7.18,Cloudy,http://cdn.weatherapi.com/weather/64x64/day/119.png,icons/119.png
"San Pedro Sula, Honduras",03/04/2024,15.5,-88.0333,16.62,-1.87,8.1,11.4,7.19,95.94,23.75,7.95,Moderate rain,http://cdn.weatherapi.com/weather/64x64/day/302.png,icons/302.png
"Bilbao, Spain",08/13/2024,43.25,-2.9667,23.5,18.4,20.8,4.06,0.0,87,13.0,10.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Belmopan, Belize",07/01/2024,17.25,-88.7667,29.8,24.0,26.3,2.48,0.0,88,12.6,5.5,Patchy light drizzle,http://cdn.weatherapi.com/weather/64x64/day/263.png,icons/263.png
"Rabat, Morocco",01/04/2024,34.0253,-6.8361,24.59,12.91,14.78,10.16,4.85,21.49,29.9,6.12,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Mexico City, Mexico",06/02/2024,19.4285,-99.1277,6.94,-3.51,2.45,15.16,5.15,58.58,11.74,4.02,Light sleet,http://cdn.weatherapi.com/weather/64x64/day/317.png,icons/317.png
"Cairns, Australia",06/02/2024,-16.9167,145.7667,9.79,7.22,7.93,44.19,5.51,39.61,17.64,7.19,Light rain,http://cdn.weatherapi.com/weather/64x64/day/296.png,icons/296.png
"Verona, Italy",02/03/2024,45.45,11.0,21.86,7.88,10.44,31.07,0.6,43.38,46.2,7.15,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Brisbane, Australia",07/12/2024,-27.5,153.0167,22.8,13.1,17.1,0.0,0.0,65,11.5,10.0,Sunny,http://cdn.weatherapi.com/weather/64x64/day/113.png,icons/113.png
"Hanoi, Vietnam",11/24/2024,21.0333,105.85,22.3,20.8,21.7,0.78,0.0,78,8.3,9.7,Light drizzle,http://cdn.weatherapi.com/weather/64x64/day/266.png,icons/266.png
"Canberra, Australia",02/01/2024,-35.2833,149.2167,32.1,13.2,21.9,0.01,0.0,59,20.5,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Adelaide, Australia",05/03/2024,-34.9333,138.6,36.69,23.56,31.88,28.71,7.65,33.15,14.34,9.24,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Phuket, Thailand",01/28/2024,7.8833,98.4,31.1,24.8,27.5,0.03,0.0,71,25.6,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Rotorua, New Zealand",03/04/2024,-38.1378,176.2514,26.77,23.01,23.96,10.07,4.66,37.26,13.06,7.63,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Darwin, Australia",01/04/2024,-12.4667,130.8333,21.41,17.57,21.22,41.52,4.48,72.9,37.63,9.24,Freezing fog,http://cdn.weatherapi.com/weather/64x64/day/260.png,icons/260.png
"Bangkok, Thailand",05/06/2024,13.75,100.5167,37.6,30.9,33.5,0.01,0.0,59,29.2,9.5,Thundery outbreaks possible,http://cdn.weatherapi.com/weather/64x64/day/200.png,icons/200.png
"Kuala Lumpur, Malaysia",04/10/2024,3.1667,101.7,30.0,22.7,25.8,10.66,0.0,86,4.7,9.0,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Buenos Aires, Argentina",09/22/2024,-34.5875,-58.6725,21.8,15.2,18.6,6.8,0.0,91,20.9,9.0,Patchy light rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/386.png,icons/386.png
"Bilbao, Spain",01/13/2024,43.25,-2.9667,14.8,4.5,8.4,0.0,0.0,66,9.7,10.0,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Rothenburg ob der Tauber, Germany",04/03/2024,49.3833,10.1833,29.15,23.94,24.79,2.89,1.75,30.04,45.74,9.68,Moderate or heavy rain with thunder,http://cdn.weatherapi.com/weather/64x64/day/389.png,icons/389.png
"Bruges, Belgium",05/03/2024,51.2167,3.2333,31.66,30.37,31.54,27.74,7.51,15.38,4.73,8.67,Partly cloudy,http://cdn.weatherapi.com/weather/64x64/day/116.png,icons/116.png
"Palmerston North, New Zealand",03/17/2024,-40.35,175.6167,18.0,4.6,12.5,0.24,0.0,71,21.2,10.0,Patchy rain possible,http://cdn.weatherapi.com/weather/64x64/day/176.png,icons/176.png
"Auckland, New Zealand",02/06/2024,-36.8667,174.7667,25.6,14.9,19.9,0.0,0.0,73,10.8,9.3,Mist,http://cdn.weatherapi.com/weather/64x64/day/143.png,icons/143.png
"Yangon, Myanmar",07/12/2024,16.7833,96.1667,28.8,25.1,26.7,6.21,0.0,82,17.3,9.4,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
"Rio de Janeiro, Brazil",12/05/2024,-22.9,-43.2333,25.0,22.0,23.3,12.48,0.0,93,11.9,7.3,Light rain shower,http://cdn.weatherapi.com/weather/64x64/day/353.png,icons/353.png
